ID,Compiler,Article_title,Language,Authors,Institution,Year,Journal,Study_objective,Sampling_date,Country,State,States,Locality,Coordinates,Standardized_coordinates,Protected_area_name,Protected area (another),Methodology,Main_methods,Method_record_interaction,Is_the_article_focused_on_interactions?,Comments,Mammalian_order,Mammalian_family,Mammalian_Species,Red_list_category,Body_size,Interaction,Type_predation,Another_species_group_interacting,Phylum,Class,Order,Family,Genus,Species_name_updated
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Heteromyidae,Dipodomys spectabilis,Near Threatened ,"0,124",Parasitism,,Meringis arachis,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Meringis,Meringis arachis
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Heteromyidae,Dipodomys spectabilis,Near Threatened ,"0,124",Parasitism,,Pleochaetis exilis ,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Pleochaetis,Pleochaetis exilis
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Heteromyidae,Perognathus flavus,Least Concern,"0,007",Parasitism,,Anomiopsyllus nudatus,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Anomiopsyllus,Anomiopsyllus nudatus
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Heteromyidae,Perognathus flavus,Least Concern,"0,007",Parasitism,,Echidnophaga gallinacea,Arthropoda,Insecta,Siphonaptera,Pulicidae,Echidnophaga,Echidnophaga gallinacea
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Heteromyidae,Perognathus flavus,Least Concern,"0,007",Parasitism,,Orchopeas sexdentatus,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Orchopeas,Orchopeas sexdentatus
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Neotoma albigula,Least Concern,"0,208",Parasitism,,Anomiopsyllus nudatus,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Anomiopsyllus,Anomiopsyllus nudatus
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Neotoma albigula,Least Concern,"0,208",Parasitism,,Echidnophaga gallinacea,Arthropoda,Insecta,Siphonaptera,Pulicidae,Echidnophaga,Echidnophaga gallinacea
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Neotoma albigula,Least Concern,"0,208",Parasitism,,Orchopeas leucopus,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Orchopeas,Orchopeas leucopus
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Neotoma albigula,Least Concern,"0,208",Parasitism,,Orchopeas sexdentatus,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Orchopeas,Orchopeas sexdentatus
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Neotoma albigula,Least Concern,"0,208",Parasitism,,Pleochaetis exilis ,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Pleochaetis,Pleochaetis exilis
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Onychomys leucogaster,Least Concern,"0,027",Parasitism,,Meringis arachis,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Meringis,Meringis arachis
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Onychomys leucogaster,Least Concern,"0,027",Parasitism,,Pleochaetis exilis ,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Pleochaetis,Pleochaetis exilis
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Onychomys torridus,Least Concern,"0,021",Parasitism,,Echidnophaga gallinacea,Arthropoda,Insecta,Siphonaptera,Pulicidae,Echidnophaga,Echidnophaga gallinacea
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Onychomys torridus,Least Concern,"0,021",Parasitism,,Meringis arachis,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Meringis,Meringis arachis
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Onychomys torridus,Least Concern,"0,021",Parasitism,,Meringis dipodomys,Arthropoda,Insecta,Siphonaptera,Ctenophthalmidae,Meringis,Meringis dipodomys
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Onychomys torridus,Least Concern,"0,021",Parasitism,,Pleochaetis exilis ,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Pleochaetis,Pleochaetis exilis
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Peromyscus leucopus,Least Concern,"0,018",Parasitism,,Meringis arachis,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Meringis,Meringis arachis
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Peromyscus maniculatus,Least Concern,"0,019",Parasitism,,Opisodasys keeni,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Opisodasys,Opisodasys keeni
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Peromyscus maniculatus,Least Concern,"0,019",Parasitism,,Orchopeas leucopus,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Orchopeas,Orchopeas leucopus
460,FA,Geographic variation in rodent-flea relationships in the presence of black-tailed prairie dog colonies,English,Bala Thiagarajan & And Kenneth L. Gage,"Department of Biology, University of Wisconsin – Stevens Point / Bacterial Zoonoses Branch, Division of Vector-Borne Infectious Diseases, Centers For Disease Control and Prevention.",2008,Journal of Vector Ecology,Characterizing the relationship between fleas and their rodent hosts in the presence of prairie dog colonies.,2001-2003,Mexico,Chihuahua,,Janos Grassland Biological Station,ND,"30.7333, -108.1833",ND,,Observational,Rodent capture,Morphological identification of specimens,Yes,,Rodentia,Cricetidae,Peromyscus maniculatus,Least Concern,"0,019",Parasitism,,Pleochaetis exilis ,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Pleochaetis,Pleochaetis exilis
147,ACS,Graminivory by Dipodomys ordii and Dipodomys merriami on four species of perennial grasses,English,"Michael P. Sipos, William R. Gould","Department of Fisheries and Wildlife Sciences, New Mexico State University / University Statistics Center New Mexico State University",2002,The Southwestern Naturalist,"To test the hypotheses: that these 2 partially sympatric species differ in their selectivity for grasses in ways that reflect differences between the habitats in which they typically occur. In addition, we hypothesized that the water content of the grasses was sufficient to explain any demonstrated selectivity.",June 1997-September 1997; June 1998-August 1998,United States,Texas,,"ca. 56 km NE of Las Cruces, New Mexico, on the United States Department of Agriculture's Jornada Experimental Range and New Mexico State University's Chihuahuan Desert Rangelands Research Center.",ND,"32.612, -106.743",Jornada Experimental Range:New Mexico,,Experimental,"Rodent trapping, cafeteria experiments",Cafeteria experiments,Yes,,Rodentia,Heteromyidae,Dipodomys merriami,Least Concern,"0,037",Herbivory,,Aristida ternipes,Angiosperms,Liliopsida,Poales,Poaceae,Aristida,Aristida ternipes
147,ACS,Graminivory by Dipodomys ordii and Dipodomys merriami on four species of perennial grasses,English,"Michael P. Sipos, William R. Gould","Department of Fisheries and Wildlife Sciences, New Mexico State University / University Statistics Center New Mexico State University",2002,The Southwestern Naturalist,"To test the hypotheses: that these 2 partially sympatric species differ in their selectivity for grasses in ways that reflect differences between the habitats in which they typically occur. In addition, we hypothesized that the water content of the grasses was sufficient to explain any demonstrated selectivity.",June 1997-September 1997; June 1998-August 1998,United States,Texas,,"ca. 56 km NE of Las Cruces, New Mexico, on the United States Department of Agriculture's Jornada Experimental Range and New Mexico State University's Chihuahuan Desert Rangelands Research Center.",ND,"32.612, -106.743",Jornada Experimental Range:New Mexico,,Experimental,"Rodent trapping, cafeteria experiments",Cafeteria experiments,Yes,,Rodentia,Heteromyidae,Dipodomys merriami,Least Concern,"0,037",Herbivory,,Bouteloua eriopoda,Angiosperms,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua eriopoda
147,ACS,Graminivory by Dipodomys ordii and Dipodomys merriami on four species of perennial grasses,English,"Michael P. Sipos, William R. Gould","Department of Fisheries and Wildlife Sciences, New Mexico State University / University Statistics Center New Mexico State University",2002,The Southwestern Naturalist,"To test the hypotheses: that these 2 partially sympatric species differ in their selectivity for grasses in ways that reflect differences between the habitats in which they typically occur. In addition, we hypothesized that the water content of the grasses was sufficient to explain any demonstrated selectivity.",June 1997-September 1997; June 1998-August 1998,United States,Texas,,"ca. 56 km NE of Las Cruces, New Mexico, on the United States Department of Agriculture's Jornada Experimental Range and New Mexico State University's Chihuahuan Desert Rangelands Research Center.",ND,"32.612, -106.743",Jornada Experimental Range:New Mexico,,Experimental,"Rodent trapping, cafeteria experiments",Cafeteria experiments,Yes,,Rodentia,Heteromyidae,Dipodomys merriami,Least Concern,"0,037",Herbivory,,Pleuraphis mutica,Angiosperms,Liliopsida,Poales,Poaceae,Hilaria,Hilaria mutica
147,ACS,Graminivory by Dipodomys ordii and Dipodomys merriami on four species of perennial grasses,English,"Michael P. Sipos, William R. Gould","Department of Fisheries and Wildlife Sciences, New Mexico State University / University Statistics Center New Mexico State University",2002,The Southwestern Naturalist,"To test the hypotheses: that these 2 partially sympatric species differ in their selectivity for grasses in ways that reflect differences between the habitats in which they typically occur. In addition, we hypothesized that the water content of the grasses was sufficient to explain any demonstrated selectivity.",June 1997-September 1997; June 1998-August 1998,United States,Texas,,"ca. 56 km NE of Las Cruces, New Mexico, on the United States Department of Agriculture's Jornada Experimental Range and New Mexico State University's Chihuahuan Desert Rangelands Research Center.",ND,"32.612, -106.743",Jornada Experimental Range:New Mexico,,Experimental,"Rodent trapping, cafeteria experiments",Cafeteria experiments,Yes,,Rodentia,Heteromyidae,Dipodomys merriami,Least Concern,"0,037",Herbivory,,Sporobolus flexuosus,Angiosperms,Liliopsida,Poales,Poaceae,Sporobolus,Sporobolus flexuosus
147,ACS,Graminivory by Dipodomys ordii and Dipodomys merriami on four species of perennial grasses,English,"Michael P. Sipos, William R. Gould","Department of Fisheries and Wildlife Sciences, New Mexico State University / University Statistics Center New Mexico State University",2002,The Southwestern Naturalist,"To test the hypotheses: that these 2 partially sympatric species differ in their selectivity for grasses in ways that reflect differences between the habitats in which they typically occur. In addition, we hypothesized that the water content of the grasses was sufficient to explain any demonstrated selectivity.",June 1997-September 1997; June 1998-August 1998,United States,Texas,,"ca. 56 km NE of Las Cruces, New Mexico, on the United States Department of Agriculture's Jornada Experimental Range and New Mexico State University's Chihuahuan Desert Rangelands Research Center.",ND,"32.612, -106.743",Jornada Experimental Range:New Mexico,,Experimental,"Rodent trapping, cafeteria experiments",Cafeteria experiments,Yes,,Rodentia,Heteromyidae,Dipodomys ordii,Least Concern,"0,0504",Herbivory,,Aristida ternipes,Angiosperms,Liliopsida,Poales,Poaceae,Aristida,Aristida ternipes
147,ACS,Graminivory by Dipodomys ordii and Dipodomys merriami on four species of perennial grasses,English,"Michael P. Sipos, William R. Gould","Department of Fisheries and Wildlife Sciences, New Mexico State University / University Statistics Center New Mexico State University",2002,The Southwestern Naturalist,"To test the hypotheses: that these 2 partially sympatric species differ in their selectivity for grasses in ways that reflect differences between the habitats in which they typically occur. In addition, we hypothesized that the water content of the grasses was sufficient to explain any demonstrated selectivity.",June 1997-September 1997; June 1998-August 1998,United States,Texas,,"ca. 56 km NE of Las Cruces, New Mexico, on the United States Department of Agriculture's Jornada Experimental Range and New Mexico State University's Chihuahuan Desert Rangelands Research Center.",ND,"32.612, -106.743",Jornada Experimental Range:New Mexico,,Experimental,"Rodent trapping, cafeteria experiments",Cafeteria experiments,Yes,,Rodentia,Heteromyidae,Dipodomys ordii,Least Concern,"0,0504",Herbivory,,Bouteloua eriopoda,Angiosperms,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua eriopoda
147,ACS,Graminivory by Dipodomys ordii and Dipodomys merriami on four species of perennial grasses,English,"Michael P. Sipos, William R. Gould","Department of Fisheries and Wildlife Sciences, New Mexico State University / University Statistics Center New Mexico State University",2002,The Southwestern Naturalist,"To test the hypotheses: that these 2 partially sympatric species differ in their selectivity for grasses in ways that reflect differences between the habitats in which they typically occur. In addition, we hypothesized that the water content of the grasses was sufficient to explain any demonstrated selectivity.",June 1997-September 1997; June 1998-August 1998,United States,Texas,,"ca. 56 km NE of Las Cruces, New Mexico, on the United States Department of Agriculture's Jornada Experimental Range and New Mexico State University's Chihuahuan Desert Rangelands Research Center.",ND,"32.612, -106.743",Jornada Experimental Range:New Mexico,,Experimental,"Rodent trapping, cafeteria experiments",Cafeteria experiments,Yes,,Rodentia,Heteromyidae,Dipodomys ordii,Least Concern,"0,0504",Herbivory,,Pleuraphis mutica,Angiosperms,Liliopsida,Poales,Poaceae,Hilaria,Hilaria mutica
147,ACS,Graminivory by Dipodomys ordii and Dipodomys merriami on four species of perennial grasses,English,"Michael P. Sipos, William R. Gould","Department of Fisheries and Wildlife Sciences, New Mexico State University / University Statistics Center New Mexico State University",2002,The Southwestern Naturalist,"To test the hypotheses: that these 2 partially sympatric species differ in their selectivity for grasses in ways that reflect differences between the habitats in which they typically occur. In addition, we hypothesized that the water content of the grasses was sufficient to explain any demonstrated selectivity.",June 1997-September 1997; June 1998-August 1998,United States,Texas,,"ca. 56 km NE of Las Cruces, New Mexico, on the United States Department of Agriculture's Jornada Experimental Range and New Mexico State University's Chihuahuan Desert Rangelands Research Center.",ND,"32.612, -106.743",Jornada Experimental Range:New Mexico,,Experimental,"Rodent trapping, cafeteria experiments",Cafeteria experiments,Yes,,Rodentia,Heteromyidae,Dipodomys ordii,Least Concern,"0,0504",Herbivory,,Sporobolus flexuosus,Angiosperms,Liliopsida,Poales,Poaceae,Sporobolus,Sporobolus flexuosus
149,ACS,Granivory and competition as determinants of annual plant diversity in the Chihuahuan desert,English,"Douglas A. Samson, Diane W. Davidson","Dept of Biology, Emory Univ. / Dept of Biology, Univ. of Utah",1992,Oikos,Assess the relative importance of the dominant rodent species in each taxon in structuring the annual plant community.,1978-1987,United States,Arizona,,"6.5 km east and 2 km north of Portal, Cochise County","31º55'N, 109º09'W","31.916, -109.15",ND,,Experimental,Experimental exclusions,Experimental exclusions,Yes,,Rodentia,Heteromyidae,Dipodomys spp.,,,Granivory,,Astragalus nutallianus,Angiosperms,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus nuttallianus
149,ACS,Granivory and competition as determinants of annual plant diversity in the Chihuahuan desert,English,"Douglas A. Samson, Diane W. Davidson","Dept of Biology, Emory Univ. / Dept of Biology, Univ. of Utah",1992,Oikos,Assess the relative importance of the dominant rodent species in each taxon in structuring the annual plant community.,1978-1987,United States,Arizona,,"6.5 km east and 2 km north of Portal, Cochise County","31º55'N, 109º09'W","31.916, -109.15",ND,,Experimental,Experimental exclusions,Experimental exclusions,Yes,,Rodentia,Heteromyidae,Dipodomys spp.,,,Granivory,,Chaenactis stevioides,Angiosperms,Magnoliopsida,Asterales,Asteraceae,Chaenactis,Chaenactis stevioides
149,ACS,Granivory and competition as determinants of annual plant diversity in the Chihuahuan desert,English,"Douglas A. Samson, Diane W. Davidson","Dept of Biology, Emory Univ. / Dept of Biology, Univ. of Utah",1992,Oikos,Assess the relative importance of the dominant rodent species in each taxon in structuring the annual plant community.,1978-1987,United States,Arizona,,"6.5 km east and 2 km north of Portal, Cochise County","31º55'N, 109º09'W","31.916, -109.15",ND,,Experimental,Experimental exclusions,Experimental exclusions,Yes,,Rodentia,Heteromyidae,Dipodomys spp.,,,Granivory,,Erodium cicutarium,Angiosperms,Magnoliopsida,Geraniales,Geraniaceae,Erodium,Erodium cicutarium
149,ACS,Granivory and competition as determinants of annual plant diversity in the Chihuahuan desert,English,"Douglas A. Samson, Diane W. Davidson","Dept of Biology, Emory Univ. / Dept of Biology, Univ. of Utah",1992,Oikos,Assess the relative importance of the dominant rodent species in each taxon in structuring the annual plant community.,1978-1987,United States,Arizona,,"6.5 km east and 2 km north of Portal, Cochise County","31º55'N, 109º09'W","31.916, -109.15",ND,,Experimental,Experimental exclusions,Experimental exclusions,Yes,,Rodentia,Heteromyidae,Dipodomys spp.,,,Granivory,,Erodium texanum,Angiosperms,Magnoliopsida,Geraniales,Geraniaceae,Erodium,Erodium texanum
149,ACS,Granivory and competition as determinants of annual plant diversity in the Chihuahuan desert,English,"Douglas A. Samson, Diane W. Davidson","Dept of Biology, Emory Univ. / Dept of Biology, Univ. of Utah",1992,Oikos,Assess the relative importance of the dominant rodent species in each taxon in structuring the annual plant community.,1978-1987,United States,Arizona,,"6.5 km east and 2 km north of Portal, Cochise County","31º55'N, 109º09'W","31.916, -109.15",ND,,Experimental,Experimental exclusions,Experimental exclusions,Yes,,Rodentia,Heteromyidae,Dipodomys spp.,,,Granivory,,Lepidium lasiocarpum,Angiosperms,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium lasiocarpum
149,ACS,Granivory and competition as determinants of annual plant diversity in the Chihuahuan desert,English,"Douglas A. Samson, Diane W. Davidson","Dept of Biology, Emory Univ. / Dept of Biology, Univ. of Utah",1992,Oikos,Assess the relative importance of the dominant rodent species in each taxon in structuring the annual plant community.,1978-1987,United States,Arizona,,"6.5 km east and 2 km north of Portal, Cochise County","31º55'N, 109º09'W","31.916, -109.15",ND,,Experimental,Experimental exclusions,Experimental exclusions,Yes,,Rodentia,Heteromyidae,Dipodomys spp.,,,Granivory,,Lesquerella gordoni,Angiosperms,Magnoliopsida,Brassicales,Brassicaceae,Physaria,Physaria gordonii
149,ACS,Granivory and competition as determinants of annual plant diversity in the Chihuahuan desert,English,"Douglas A. Samson, Diane W. Davidson","Dept of Biology, Emory Univ. / Dept of Biology, Univ. of Utah",1992,Oikos,Assess the relative importance of the dominant rodent species in each taxon in structuring the annual plant community.,1978-1987,United States,Arizona,,"6.5 km east and 2 km north of Portal, Cochise County","31º55'N, 109º09'W","31.916, -109.15",ND,,Experimental,Experimental exclusions,Experimental exclusions,Yes,,Rodentia,Heteromyidae,Dipodomys spp.,,,Granivory,,Microseris linearifolia,Angiosperms,Magnoliopsida,Asterales,Compositae,Microseris,Microseris linearifolia
149,ACS,Granivory and competition as determinants of annual plant diversity in the Chihuahuan desert,English,"Douglas A. Samson, Diane W. Davidson","Dept of Biology, Emory Univ. / Dept of Biology, Univ. of Utah",1992,Oikos,Assess the relative importance of the dominant rodent species in each taxon in structuring the annual plant community.,1978-1987,United States,Arizona,,"6.5 km east and 2 km north of Portal, Cochise County","31º55'N, 109º09'W","31.916, -109.15",ND,,Experimental,Experimental exclusions,Experimental exclusions,Yes,,Rodentia,Heteromyidae,Dipodomys spp.,,,Granivory,,Plantago purshii,Angiosperms,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago patagonica
